key,term,cover,map,artist,title,year,license,caption_line1,note,source_file
polyphemus-w106,Polyphemus,,,Jean-Baptiste van Loo,The Triumph of Galatea,1720,,"Jean-Baptiste van Loo · The Triumph of Galatea, 1720",Polyphemus — the giant under the tree at upper right,"File:Vanloo,_Triumph_of_Galatea.jpg"
polyphemus-w107,Polyphemus,,,Anonymous,Wall Painting of Polyphemus and Galatea,c. 1 AD,CC BY 2.5,"Anonymous · Wall Painting of Polyphemus and Galatea, c. 1 AD (CC BY 2.5)","Polyphemus — the seated red figure in center, among the goats",File:WLA_metmuseum_Wall_painting_Polyphemus_and_Galaltea_4.jpg
poseidon-1,Poseidon,Y,,Anonymous,The Artemision Bronze,c. 460 BC,,"Anonymous · The Artemision Bronze, c. 460 BC",,File:Bronze_Zeus_or_Poseidon_NAMA_X_15161_Athens_Greece.jpg
poseidon-4,Poseidon,,,Hugues Taraval,The Triumph of Amphitrite,1780,,"Hugues Taraval · The Triumph of Amphitrite, 1780","Poseidon — represented by Amphitrite, his sea-queen, riding among tritons","File:Hughes_Taraval_-_The_Triumph_of_Amphitrite,_1780.jpg"
poseidon-w100,Poseidon,,,Agnolo Bronzino,Andrea Doria as Neptune,c. 1545,,"Agnolo Bronzino · Andrea Doria as Neptune, c. 1545","Poseidon — Andrea Doria portrayed as the sea god, holding the trident",File:Andrea_Doria_as_Neptun_by_Angelo_Bronzino.jpg
poseidon-w103,Poseidon,,,Athena Painter,Poseidon on a Hippocamp,c. 510 BC,CC BY-SA 4.0,"Athena Painter · Poseidon on a Hippocamp, c. 510 BC (CC BY-SA 4.0)",,File:Athena_Painter_-_ABV_extra_-_Poseidon_on_hippocamp_-_Oxford_AM_1889-1011_-_01.jpg
poseidon-w104,Poseidon,,,Amasis Painter,Athena and Poseidon,c. 540 BC,,"Amasis Painter · Athena and Poseidon, c. 540 BC","Poseidon — at right, holding the trident",File:Athena_Poseidon_Cdm_Paris_DeRidder222.jpg
poseidon-w105,Poseidon,,,Nazzano Painter,Athena and Poseidon,c. 360 BC,,"Nazzano Painter · Athena and Poseidon, c. 360 BC","Poseidon — bearded figure at right, holding the trident",File:Athena_Poseidon_Louvre_CA7426.jpg
poseidon-w106,Poseidon,,,Anonymous,Neptune-Poseidon,c. 1760,CC BY 3.0,"Anonymous · Neptune-Poseidon, c. 1760 (CC BY 3.0)",,"File:Bayreuth_Hofgarten_Neues_Schloss,_Neptun-Poseidon_(Original,_Orangerie),_11.07.08.jpg"
poseidon-w107,Poseidon,,,Pioneer Group,"Dionysus, Ariadne and the Gods",c. 510 BC,,"Pioneer Group · Dionysus, Ariadne and the Gods, c. 510 BC",Poseidon — standing among the assembled gods,File:Dionysos_Ariadne_gods_Louvre_G41.jpg
poseidon-w109,Poseidon,,,Anonymous,Poseidon,c. 100 BC,CC BY-SA 2.0,"Anonymous · Poseidon, c. 100 BC (CC BY-SA 2.0)","Poseidon — at right, holding the trident",File:Getty_Villa_-_Collection_(5304703605).jpg
proteus-1,Proteus,Y,,Anonymous,Menelaus and His Companions Battling Proteus,—,,"Anonymous · Menelaus and His Companions Battling Proteus, —","Proteus — the shape-shifting sea-god, wrestled here in beast form",File:Game_Piece_with_Menelaus_and_Companions_Battling_Proteus_MET_DP228476.jpg
proteus-2,Proteus,,,Giulio Bonasone,Menelaus and Proteus,1574,,"Giulio Bonasone · Menelaus and Proteus, 1574","Proteus — the shape-shifting sea-god, at right",File:Menelaus_Proteus_engraving_achillis_1574.jpg
proteus-w101,Proteus,,,Noël Le Mire,Thetis and Proteus,c. 1770,,"Noël Le Mire · Thetis and Proteus, c. 1770",Proteus — the bearded sea-god at right,File:Ovide_-_Metamorphoses_-_III_-_Th%C3%A9tis_et_Prot%C3%A9e.jpg
proteus-w103,Proteus,,,Anonymous,The Sea God Proteus,1586,,"Anonymous · The Sea God Proteus, 1586",,"File:Zeegod_Protheus_Prothevs_(titel_op_object)_Rivier-_en_zeegoden_(serietitel)_Semideorum_Marinorum_amnicorumque_sigillariae_imagines_perelegantes_(serietitel),_RP-P-1898-A-19949.jpg"
psara-map,Psara,Y,Y,,Homeric Greece,,,Homeric Greece,"Psara — Aegean island west of Chios, off Asia Minor",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
pylos-1,Pylos,Y,,Anonymous,Lyre Player and Bird Fresco from the Palace of Nestor,c. 1300 BC,,"Anonymous · Lyre Player and Bird Fresco from the Palace of Nestor, c. 1300 BC",,File:Lyre_Player_and_Bird_Fresco_from_Pylos_Throne_Room.jpg
pylos-map,Pylos,,Y,,Homeric Greece,,,Homeric Greece,"Pylos — Nestor's kingdom, on the southwest coast of the Peloponnese",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
pyriphlegethon-map,Pyriphlegethon,Y,Y,,The World According to Homer,,,The World According to Homer,Pyriphlegethon — an underworld river flowing into the Styx,File:Homer_world_map.jpg
river-jardan-map,River Jardan,Y,Y,,Homeric Greece,,,Homeric Greece,River Jardan — a river on the island of Crete,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
same-map,Same,Y,Y,,Homeric Greece,,,Homeric Greece,"Same — Ionian island close to Ithaca, off western Greece",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
scheria-2,Scheria,Y,,Claude Lorrain,Coast Scene with the Embarkation of Ulysses,1644,CC BY-SA 4.0,"Claude Lorrain · Coast Scene with the Embarkation of Ulysses, 1644 (CC BY-SA 4.0)",Scheria — the Phaeacian shore from which Ulysses sails home,"File:Lorrain_-_Coast_Scene_with_the_Embarkation_of_Saint_Paul,_1653%E2%80%931655.jpg"
scheria-map,Scheria,,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597","Scheria — the Phaeacians' island, where Odysseus tells of his wanderings",File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
scylla-1,Scylla,Y,,J. M. W. Turner,Glaucus and Scylla,1841,,"J. M. W. Turner · Glaucus and Scylla, 1841","Scylla — the fleeing maiden at right, before her transformation",File:(Barcelona)_Glaucus_and_Scylla_-_1810-15_-_William_Turner_-_Tate_Britain.jpg
scylla-sperlonga,Scylla,,,Anonymous,The Scylla Group,c. 100 AD,CC BY-SA 2.0,"Anonymous · The Scylla Group, c. 100 AD (CC BY-SA 2.0)",Scylla — the fragmentary marble group of the sea-monster attacking the ship,"File:The_Scylla_group,_Sperlonga_(15801965545).jpg"
scylla-w100,Scylla,,,Bartholomeus Spranger,Glaucus and Scylla,c. 1581,,"Bartholomeus Spranger · Glaucus and Scylla, c. 1581",Scylla — the standing woman at right,File:Bartholom%C3%A4us_Spranger_006.jpg
scylla-w102,Scylla,,,J. M. W. Turner,Glaucus and Scylla,1841,,"J. M. W. Turner · Glaucus and Scylla, 1841",Scylla — the figure bathing among the nymphs at right,"File:Joseph_Mallord_William_Turner,_%E2%80%98Glaucus_and_Scylla%E2%80%99,_1841.jpg"
scylla-w103,Scylla,,,Anonymous,Scylla,c. 450 BC,,"Anonymous · Scylla, c. 450 BC",Scylla — the monstrous figure with dog-heads at her waist,File:Scylla_Louvre_CA1341.jpg
scylla-w104,Scylla,,,Anonymous,Scylla Figurine,c. 450 BC,CC BY-SA 4.0,"Anonymous · Scylla Figurine, c. 450 BC (CC BY-SA 4.0)",,File:Scylla_figurine.jpg
scyros-map,Scyros,Y,Y,,Homeric Greece,,,Homeric Greece,Scyros — Aegean island east of Euboea,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
sidon-map,Sidon,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597",Sidon — Phoenician port on the eastern Mediterranean coast,File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
sirens-1,Sirens,Y,,Herbert James Draper,Ulysses and the Sirens,1909,,"Herbert James Draper · Ulysses and the Sirens, 1909",Sirens — the mermaid-women climbing aboard at right,File:Draper_Herbert_James_Ulysses_and_the_Sirens.jpg
sirens-2,Sirens,,,John William Waterhouse,Ulysses and the Sirens,1891,,"John William Waterhouse · Ulysses and the Sirens, 1891",Sirens — the winged bird-women flying around the ship,File:John_William_Waterhouse_-_Ulysses_and_the_Sirens_(1891).jpg
sirens-3,Sirens,,,Siren Painter,Odysseus and the Sirens,c. 480 BC,,"Siren Painter · Odysseus and the Sirens, c. 480 BC",Sirens — the bird-bodied creatures above and beside the ship,File:Siren_Painter_ARV_289_1_Odysseus_and_the_Sirens_-_three_erotes_(02).jpg
sirens-4,Sirens,,,Victor Mottez,Ulysses and the Sirens,2020,,"Victor Mottez · Ulysses and the Sirens, 2020",Sirens — the mermaid-women in the foreground water,File:44_-Mus%C3%A9e_d%27Art_de_Nantes_-_Ulysse_et_les_sir%C3%A8nes_-_Victor_Mottez_-_Joconde07430004040.jpg
sirens-w100,Sirens,,,Edward Armitage,The Siren,1888,,"Edward Armitage · The Siren, 1888",,File:Armitage_Siren.JPG
sirens-w102,Sirens,,,Anonymous,Funerary Siren,c. 100 BC,,"Anonymous · Funerary Siren, c. 100 BC",,File:Funerary_siren_Louvre_Myr148.jpg
sirens-w103,Sirens,,,Anonymous,Vase in the Form of a Siren,c. 540 BC,,"Anonymous · Vase in the Form of a Siren, c. 540 BC",,File:Greek_-_Vase_in_the_Form_of_a_Siren_-_Walters_482020.jpg
sirens-w104,Sirens,,,John William Waterhouse,The Siren,1900,CC BY-SA 4.0,"John William Waterhouse · The Siren, 1900 (CC BY-SA 4.0)",Sirens — the woman with lyre seated on the rock,File:John_William_Waterhouse-The_Siren-1900.jpg
sirens-w105,Sirens,,,Anonymous,Siren,c. 1185,,"Anonymous · Siren, c. 1185",,"File:Morgan_M.81,_f.017r-sirene.jpg"
sirens-w106,Sirens,,,Anonymous,Siren,c. 330 BC,CC BY 2.5,"Anonymous · Siren, c. 330 BC (CC BY 2.5)",,File:NAMA_Sir%C3%A8ne.jpg
sirens-w107,Sirens,,,Anonymous,Siren,c. 350 BC,,"Anonymous · Siren, c. 350 BC",,File:Siren_3244.jpg
sirens-w109,Sirens,,,Anonymous,A Siren Enchanting Sailors,c. 1235,,"Anonymous · A Siren Enchanting Sailors, c. 1235",Sirens — the large winged fish-woman above the boat,"File:Siren_enchants_sailors_-_Bestiary_(1230-1240),_f.47v_-_BL_Harley_MS_4751.jpg"
sounion-map,Sounion,Y,Y,,Homeric Greece,,,Homeric Greece,Sounion — cape at the southern tip of Attica,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
sparta-1,Sparta,Y,,Jacques-Louis David,The Love of Helen and Paris,1788,,"Jacques-Louis David · The Love of Helen and Paris, 1788",,File:The_Love_of_Paris_and_Helen_by_Jacques-Louis_David.jpg
sparta-map,Sparta,,Y,,Homeric Greece,,,Homeric Greece,"Sparta — Menelaus' kingdom, in Laconia in the southern Peloponnese",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
styx-map,Styx,Y,Y,,The World According to Homer,,,The World According to Homer,Styx — the river bounding the underworld at the world's edge,File:Homer_world_map.jpg
taphos-map,Taphos,Y,Y,,Homeric Greece,,,Homeric Greece,Taphos — a small island in the Ionian Sea off western Greece,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
taygetus-map,Taygetus,Y,Y,,Homeric Greece,,,Homeric Greece,Taygetus — a mountain range in the southern Peloponnese,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
telemachus-1,Telemachus,Y,,Angelica Kauffmann,Telemachus and the Nymphs of Calypso,1782,,"Angelica Kauffmann · Telemachus and the Nymphs of Calypso, 1782","Telemachus — the youth being crowned with flowers, center",File:Telemachus_and_the_Nymphs_of_Calypso_MET_DP169393.jpg
telemachus-3,Telemachus,,,Jean-Jacques Lagrenée,"Helen Recognising Telemachus, Son of Odysseus",1795,,"Jean-Jacques Lagrenée · Helen Recognising Telemachus, Son of Odysseus, 1795",Telemachus — the grieving youth slumped at far left,"File:Jean-Jacques_Lagren%C3%A9e_-_Helen_Recognising_Telemachus,_Son_of_Odysseus_-_WGA12378.jpg"
telemachus-w100,Telemachus,,,Anonymous,Telemachus,c. 1900,CC BY-SA 3.0,"Anonymous · Telemachus, c. 1900 (CC BY-SA 3.0)",,File:Telemachos_Saarbruecken.jpg
telemachus-w101,Telemachus,,,Henry Howard,Telemachus Departing from Nestor,c. 1805,,"Henry Howard · Telemachus Departing from Nestor, c. 1805",Telemachus — the young man in the chariot at left,File:Telemachus_departing_from_Nestor_-_Henry_Howard_-_Project_Gutenberg_eText_13725.jpg
telepylus-map,Telepylus,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597",Telepylus — among the mythical wandering lands of Ulysses' voyage,File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
temese-map,Temese,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597","Temese — on the far western Mediterranean coast, in southern Italy",File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
tenedos-map,Tenedos,Y,Y,,Homeric Greece,,,Homeric Greece,Tenedos — an Aegean island near the Troad coast,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
the-underworld-map,The Underworld,Y,Y,,The World According to Homer,,,The World According to Homer,"The Underworld — at the world's edge, beyond Ocean's encircling stream",File:Homer_world_map.jpg
thesprotia-map,Thesprotia,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794",Thesprotia — a region of Epirus in northwestern Greece,"File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
thrace-map,Thrace,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Thrace — a region of northeastern Greece, north of the Aegean","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
thrinacia-map,Thrinacia,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597",Thrinacia — among the mythical wandering lands of Ulysses' voyage,File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
tiresias-1,Tiresias,Y,,Henry Fuseli,Tiresias Foretells the Future to Odysseus,c. 1800,,"Henry Fuseli · Tiresias Foretells the Future to Odysseus, c. 1800",Tiresias — the tall robed figure with staff at left,"File:John_Henry_Fuseli_-_Teiresias_Foretells_the_Future_to_Odysseus,_1780-1785_-_Google_Art_Project.jpg"
tiresias-nekyia,Tiresias,,,Anonymous,Odysseus in the Underworld (Odyssey Landscapes),c. 50 BC,CC BY 3.0,"Anonymous · Odysseus in the Underworld (Odyssey Landscapes), c. 50 BC (CC BY 3.0)",,"File:Arte_romana,_affreschi_con_storie_dell%27odissea_da_via_graziosa,_50_ac_ca._(musei_vaticani)_02_ulisse_agli_inferi_4_incontro_con_le_ombre.jpg"
tiresias-w101,Tiresias,,,Pietro della Vecchia,Tiresias Transformed into a Woman,c. 1650,,"Pietro della Vecchia · Tiresias Transformed into a Woman, c. 1650",,File:Pietro_della_Vecchia_-_Tiresias_transformed_into_a_woman.jpg
tiresias-w102,Tiresias,,,Johann Ulrich Krauss,Tiresias Striking the Snakes,c. 1690,,"Johann Ulrich Krauss · Tiresias Striking the Snakes, c. 1690",,File:Tiresias_striking_the_snakes_(279166).jpg
trojan-horse-1,Trojan Horse,Y,,Giovanni Domenico Tiepolo,The Procession of the Trojan Horse into Troy,c. 1760,,"Giovanni Domenico Tiepolo · The Procession of the Trojan Horse into Troy, c. 1760",,File:The_Procession_of_the_Trojan_Horse_in_Troy_by_Giovanni_Domenico_Tiepolo_(cropped).jpg
trojan-horse-2,Trojan Horse,,,Giovanni Domenico Tiepolo,The Building of the Trojan Horse,c. 1760,,"Giovanni Domenico Tiepolo · The Building of the Trojan Horse, c. 1760",,"File:Giovanni_Domenico_Tiepolo_-_The_Building_of_the_Trojan_Horse,_1773-1774.jpg"
trojan-horse-w102,Trojan Horse,,,Anonymous,The Trojan Horse,c. 1 AD,,"Anonymous · The Trojan Horse, c. 1 AD",,File:Hippos_2.jpg
trojan-horse-w103,Trojan Horse,,,Anonymous,The Mykonos Vase,c. 670 BC,CC BY-SA 2.0,"Anonymous · The Mykonos Vase, c. 670 BC (CC BY-SA 2.0)",,File:Mykonos_vase.jpg
trojan-horse-w104,Trojan Horse,,,Anonymous,The Trojan Horse,c. 400 AD,,"Anonymous · The Trojan Horse, c. 400 AD",,File:RomanVirgilFolio101r.jpg
trojan-horse-w105,Trojan Horse,,,Anonymous,The Trojan Horse on a Corinthian Aryballos,c. 560 BC,,"Anonymous · The Trojan Horse on a Corinthian Aryballos, c. 560 BC",Trojan Horse — the wheeled wooden horse at right,File:Trojan_horse_on_Corinthian_aryballos.jpg
troy-2,Troy,Y,,Anonymous,The Burning of Troy,1550,,"Anonymous · The Burning of Troy, 1550",,File:Italian_(Venetian)_School_-_The_Burning_of_Troy_-_PO_556_-_Christ_Church.jpg
troy-3,Troy,,,Attributed to Gillis Mostaert,The Burning of Troy,1580,,"Attributed to Gillis Mostaert · The Burning of Troy, 1580",,"File:The_burning_of_Troy,_Gillis_Mostaert.jpeg"
troy-4,Troy,,,Adam Elsheimer,The Burning of Troy,1600,,"Adam Elsheimer · The Burning of Troy, 1600",,File:Adam_Elsheimer_-_The_Burning_of_Troy_-_WGA7505.jpg
troy-map,Troy,,Y,,Homeric Greece,,,Homeric Greece,"Troy — the city of the war, on the coast of Asia Minor (the Troad)",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
zacynthus-map,Zacynthus,Y,Y,,Homeric Greece,,,Homeric Greece,Zacynthus — an Ionian island off the western coast of Greece,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
zeus-1,Zeus,Y,,Roman after Greek,Zeus of Smyrna,2nd c. AD,,"Roman after Greek · Zeus of Smyrna, 2nd c. AD",,File:Jupiter_Smyrna_Louvre_Ma13.jpg
zeus-2,Zeus,,,Jean-Auguste-Dominique Ingres,Jupiter and Thetis,1811,,"Jean-Auguste-Dominique Ingres · Jupiter and Thetis, 1811",Zeus — the enthroned man with sceptre and eagle,"File:J%C3%BApiter_y_Tetis,_por_Dominique_Ingres.jpg"
zeus-3,Zeus,,,Jacob Potma,Zeus,1610,,"Jacob Potma · Zeus, 1610","Zeus — king of the gods, with thunderbolt and eagle",File:Jacob_Potma_-_Zeus_-_10464_-_Bavarian_State_Painting_Collections.jpg
zeus-w100,Zeus,,,Anonymous,"The Altar of Zeus at Pergamon, Gigantomachy Frieze",c. 180 BC,CC BY-SA 4.0,"Anonymous · The Altar of Zeus at Pergamon, Gigantomachy Frieze, c. 180 BC (CC BY-SA 4.0)","Zeus — the large draped figure, center-left","File:Altar_de_Zeus_a_P%C3%A8rgam_(188_aC),_(Gigantom%C3%A0quia_C),_Museu_de_P%C3%A8rgam,_Berl%C3%ADn.jpg"
zeus-w101,Zeus,,,Anonymous,Bust of Zeus,c. 100 AD,CC BY 2.5,"Anonymous · Bust of Zeus, c. 100 AD (CC BY 2.5)",,File:Bust_of_Zeus.jpg
zeus-w102,Zeus,,,Painter of London F484,Calyx-Krater with an Assembly of the Olympian Gods,c. 400 BC,CC BY 2.5,"Painter of London F484 · Calyx-Krater with an Assembly of the Olympian Gods, c. 400 BC (CC BY 2.5)",Zeus — the bearded god enthroned at center,File:Calyx-krater_olympian_assembly_MAN.jpg
zeus-w103,Zeus,,,Anonymous,Fresco of the Enthroned Zeus Crowned by Victory,c. 100 AD,CC BY-SA 4.0,"Anonymous · Fresco of the Enthroned Zeus Crowned by Victory, c. 100 AD (CC BY-SA 4.0)",,"File:Fresco_of_the_enthroned_Zeus,_crowned_by_Victory.jpg"
zeus-w104,Zeus,,,Anonymous,Zeus,c. 100 AD,CC BY-SA 2.0,"Anonymous · Zeus, c. 100 AD (CC BY-SA 2.0)",,File:Getty_Villa_-_Collection_(5305219094).jpg
zeus-w107,Zeus,,,Jacob de Wit,"Jupiter, Disguised as a Shepherd, Seduces Mnemosyne, Goddess of Memory",1727,,"Jacob de Wit · Jupiter, Disguised as a Shepherd, Seduces Mnemosyne, Goddess of Memory, 1727","Zeus — the shepherd with staff, center (eagle above)","File:Jupiter,_vermomd_als_herder,_verleidt_Mnemosyne,_godin_van_het_geheugen_Rijksmuseum_SK-A-3886.jpeg"
zeus-w108,Zeus,,,Anonymous,Marble Eagle with Open Wings from the Sanctuary of Zeus Hypsistos,c. 100 AD,CC BY-SA 2.0,"Anonymous · Marble Eagle with Open Wings from the Sanctuary of Zeus Hypsistos, c. 100 AD (CC BY-SA 2.0)",,"File:Marble_eagle_with_open_wings,_from_the_sanctuary_of_Zeus_Hypsistos,_Archaeological_Museum,_Dion_(7080054119).jpg"
zeus-w109,Zeus,,,Anonymous,The Marbury Hall Zeus,c. 100 AD,,"Anonymous · The Marbury Hall Zeus, c. 100 AD",,File:Marbury_Hall_Zeus_-_Getty_Museum_(73.AA.32).jpg
ambrosia-1,ambrosia,Y,,Giovanni Bellini,The Feast of the Gods,1514,,"Giovanni Bellini · The Feast of the Gods, 1514","Ambrosia — the food of the gods, shown at their feast",File:FeastofthegodsFXD.jpg
ambrosia-3,ambrosia,,,Jan Brueghel the Elder,The Feast of the Gods on Olympus,1617,,"Jan Brueghel the Elder · The Feast of the Gods on Olympus, 1617",,File:Jan_Brueghel_d._%C3%84._mit_Hendrik_van_Balen_-_Olympisches_G%C3%B6ttermahl_-_848_-_Bavarian_State_Painting_Collections.jpg
ambrosia-w100,ambrosia,,,Johann Balthasar Probst,Thetis Anointing the Infant Achilles with Ambrosia,c. 1720,,"Johann Balthasar Probst · Thetis Anointing the Infant Achilles with Ambrosia, c. 1720",,File:Johann_Balthasar_Probst_002.jpg
ambrosia-w101,ambrosia,,,Anonymous,The Madness of Lycurgus,c. 200 AD,,"Anonymous · The Madness of Lycurgus, c. 200 AD","Ambrosia — the nymph attacked by Lycurgus, reclining at right",File:Mosaik_%22Wahnsinn_des_Lykurg%22_%E2%80%94_Exponat_in_der_Arch%C3%A4ologischen_Staatssammlung_M%C3%BCnchen.JPG
ambrosia-w102,ambrosia,,,Anonymous,The Feast of the Gods on Olympus,c. 1540,CC BY-SA 2.0,"Anonymous · The Feast of the Gods on Olympus, c. 1540 (CC BY-SA 2.0)",,"File:WLANL_-_MicheleLovesArt_-_Museum_Boijmans_Van_Beuningen_-_Istoriato_schotel,_de_maaltijd_der_Goden_op_de_Olympus.jpg"
bard-2,bard (singer),,,Attributed to Polion,Singer Playing the Lyre,c. 420 BC,,"Attributed to Polion · Singer Playing the Lyre, c. 420 BC",,File:Papposilenoi_Met_25.78.66_n02.jpg
bard-w100,bard (singer),,,M. A. Kurushin,The Bard with His Lyre (Frontispiece),,CC BY-SA 4.0,M. A. Kurushin · The Bard with His Lyre (Frontispiece) (CC BY-SA 4.0),,File:%D0%98_%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0_%D1%81_%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%BE%D1%8E_%D0%A4%D1%80%D0%BE%D0%BD%D1%82%D0%B8%D1%81%D0%BF%D0%B8%D1%81.jpg
phemius-1,bard (singer),Y,,Kleophrades Painter,Flute-Player and Rhapsode,5th c. BC,,"Kleophrades Painter · Flute-Player and Rhapsode, 5th c. BC",,File:Kleophrades_Painter_ARV_183_15_flute-player_and_rhapsode_(01).jpg
hospitality-1,hospitality (xenia),Y,,Rembrandt,Philemon and Baucis,1658,,"Rembrandt · Philemon and Baucis, 1658",,File:Rembrandt_van_Rijn_-_Philemon_and_Baucis_(National_Gallery_of_Art).jpg
hospitality-2,hospitality (xenia),,,Adam Elsheimer,Jupiter and Mercury in the House of Philemon and Baucis,c. 1608,,"Adam Elsheimer · Jupiter and Mercury in the House of Philemon and Baucis, c. 1608",,File:Adam_Elsheimer_-_Jupiter_and_Mercury_in_the_House_of_Philemon_and_Baucis.jpg
hospitality-w101,hospitality (xenia),,,Giacinto Campana,The Abduction of Helen,c. 1631,,"Giacinto Campana · The Abduction of Helen, c. 1631",Hospitality — Paris violates xenia by carrying off his host's wife,File:Campana_Abduction_of_Helen.jpg
hospitality-w102,hospitality (xenia),,,Giovanni Bellini,The Feast of the Gods,1514,,"Giovanni Bellini · The Feast of the Gods, 1514",,File:Feast_of_the_Gods_Giovanni_Bellini_1514.jpg
hospitality-w104,hospitality (xenia),,,Workshop of Peter Paul Rubens,Jupiter and Mercury at the House of Philemon and Baucis,c. 1620–1625,,"Workshop of Peter Paul Rubens · Jupiter and Mercury at the House of Philemon and Baucis, c. 1620–1625",Gods test and reward their hosts — the model myth of xenia,File:Workshop_of_Peter_Paul_Rubens_-_Jupiter_and_Mercury_at_Philemon_and_Baucis.jpg
libation-1,libation,Y,,Achilles Painter,Woman Pouring a Libation,c. 440 BC,,"Achilles Painter · Woman Pouring a Libation, c. 440 BC",,File:Woman_libation_BM_VaseD47.jpg
libation-2,libation,,,Anonymous,Terracotta Vase in the Form of a Bull's Head,1450,,"Anonymous · Terracotta Vase in the Form of a Bull's Head, 1450",Libation — a rhyton used for pouring ritual libations,File:Terracotta_vase_in_the_form_of_a_bull%27s_head_MET_DP258537_white-balanced_white-bg.png
libation-3,libation,,,Painter of Palermo 1162,Terracotta Alabastron (Perfume Vase),c. 480 BC,,"Painter of Palermo 1162 · Terracotta Alabastron (Perfume Vase), c. 480 BC",Libation — oil and unguent vessel used in funerary and ritual offerings,File:Terracotta_alabastron_(perfume_vase)_MET_DP117228.jpg
libation-w100,libation,,,Anonymous,Relief Showing a Sacrifice,c. 176 AD,CC BY-SA 3.0,"Anonymous · Relief Showing a Sacrifice, c. 176 AD (CC BY-SA 3.0)",,File:Bas_relief_from_Arch_of_Marcus_Aurelius_showing_sacrifice.jpg
libation-w101,libation,,,Pothos Painter,Bell Krater with a Sacrifice Scene,c. 430 BC,,"Pothos Painter · Bell Krater with a Sacrifice Scene, c. 430 BC",,File:Bell-krater_sacrifice_Pothos_Painter_Louvre_G496.jpg
libation-w102,libation,,,Anonymous,Libation Cup,c. 1661–1722,,"Anonymous · Libation Cup, c. 1661–1722",,"File:China,_Qing_dynasty_(1644-1911),_Kangxi_reign_-_Libation_Cup_-_1920.424_-_Cleveland_Museum_of_Art.tif"
libation-w103,libation,,,Anonymous,Libation,,CC BY-SA 3.0,Anonymous · Libation (CC BY-SA 3.0),Libation — pouring an offering onto the ground in a modern ceremony,File:Cichefstradi.jpg
libation-w104,libation,,,Anonymous,Wine Cups (Jue),c. 1210 BC,,"Anonymous · Wine Cups (Jue), c. 1210 BC",,File:Clevelandart_1960.42.jpg
libation-w105,libation,,,Anonymous,Libation Basin,c. 2000 BC,CC BY-SA 4.0,"Anonymous · Libation Basin, c. 2000 BC (CC BY-SA 4.0)",,File:Libation_basin_Louvre_E25551_n01.jpg
libation-w106,libation,,,Anonymous,Libation Ewer,19th century,,"Anonymous · Libation Ewer, 19th century",,File:MET_19_135_29.jpg
